,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label,Country
0,2021-12-02 08:03:46,1466317152713986050,Finally Vaccinated with SputnikV Thank You ready to fight with OmnicronVariant,1293113010941296640,0,"Mysore, India",Weakly_Positive,
1,2021-12-02 05:37:28,1466280334438412288,Should ConspiracyTheory publication like TheLight be prosecute for spread FakeNews JustAsking FakeNewsMed,1345982781290131456,8,London ,Neutral,
2,2021-12-01 23:06:42,1466181996175048713,there be similar result in Argentina Mexico and other country use Sp,19606152,0,The Southern Corridor,Highly_Negative,
3,2021-12-01 21:30:18,1466157734546575361,Recent data from San Marino study confirm SputnikV offer longer last immunity from COVID,1293113010941296640,32,,Neutral,
4,2021-12-01 21:07:47,1466152067752505349,One glass of champagne win t hurt anyone not even your immune system say Dr Gintsburg developer of the SputnikV,1293113010941296640,66,"Belgrade, Republic of Serbia",Highly_Positive,
5,2021-12-01 19:06:44,1466121606439202826,Are you more glad that SputnikV isnt any longer available in chennai Apparently the p,104215142,0,,Weakly_Positive,
6,2021-12-01 18:58:09,1466119445466607618,SputnikV not available anymore in Chennai India directly responsible for shortage of,104215142,0,,Neutral,
7,2021-12-01 17:54:53,1466103524786380809,SputnikV do protect against all known strain of COVID19 at the moment see,1106815111,0,,Neutral,
8,2021-12-01 17:18:39,1466094406138802180,I m fully vaccinate with the SputnikV No side effect etc,1293113010941296640,0,🌐 ,Neutral,
9,2021-12-01 16:34:21,1466083256370184206,IT IS EVIDENT THAT DUE TO GEO POLITICS AND LAB WARS DOES NOT APPROVE THE SPUTNIKV,1092869387231657986,0,Argentina,Weakly_Positive,
10,2021-12-01 16:32:33,1466082805390135302,IT IS EVIDENT THAT DUE TO GEO POLITICS AND LAB WARS DOES NOT APPRO,1412221559213678592,0,Argentina,Weakly_Positive,
11,2021-12-01 14:47:03,1466056251985604614,Russia Contracts Full Cycle Production of SputnikV in Vietnam,34262462,1,,Weakly_Positive,
12,2021-12-01 12:44:47,1466025485478109186,Plandemi Plandemic Slave K le Kobay Tester AB EU Phase3 Phase4 AstraZeneca Moderna BioNTech SputnikV,1475079919,2,﷽ فَاَيْنَ تَذْهَبُونَ,Neutral,
13,2021-12-01 10:53:34,1465997497147572232,Cambodia become 7 1 st country to authorise use of SputnikV 7 3 country recognize Sputnik V a valid proo,114718372,9,"Rotterdam, Nederland",Neutral,
14,2021-12-01 09:31:07,1465976746575024128,One day in the future I hope SputnikV,728031373,0,,Neutral,
15,2021-12-01 09:05:10,1465970216307937281,People can t travel because of discrimination against SputnikV SputnikLight vaccinate people and you stil,14499829,0,,Neutral,
16,2021-12-01 06:45:43,1465935122738335749,Largest UK antivaxxine disinformation group HAleaks whose member have direct link to RFKs i,779091626727763968,5,,Weakly_Positive,
17,2021-12-01 05:57:38,1465923020149690369,Russia claim that SputnikV provide enough protection even against OmicronVariant We shall see,4898091,0,Planet Earth,Neutral,
18,2021-12-01 04:36:49,1465902684167458821,Ooh really Why in the world WHO or the EU be not allow SputnikV vaccine,69181624,0,Planet Earth,Weakly_Positive,
19,2021-12-02 11:15:40,1466365445636706309,MOAs another deal from for MAMAVOTE txt 1k rts 500 like 24 hour do help to rt and like tag yo,1465959914313027585,564,63+,Neutral,
20,2021-12-02 11:14:47,1466365222013136904,MOAS i have a deal with for mamavote txt do help to like follow and rt,1465959914313027585,1721,63+,Neutral,
21,2021-12-02 11:10:14,1466364076498558976,This be obviously just Sputnik fearmongering 2 0 The 50 call they want their propaganda back,2768501,0,,Highly_Negative,
22,2021-12-02 11:04:10,1466362549876658179,Bro im die because im try to imagine how hard it be to fuck to the beat with sputnik,1256159851404685312,0,,Highly_Negative,
23,2021-12-02 11:00:25,1466361607601246216,Sputnik be under roll review though it s take age,1503279919,0,The Hague,Neutral,
24,2021-12-02 10:59:42,1466361428085035021,HE UNDERESTIMATED JUST WHO HE WAS STEALING FROM,1445375570301366276,1066,,Neutral,
25,2021-12-02 10:47:43,1466358411222827009,obsessively interact with moot to cope with the lack of human interaction irl,1463100245194141697,91,not pro-fatphobes/pro dni! ,Neutral,
26,2021-12-02 10:44:45,1466357663680376833,Read my interview give to on the current OSCE2021SWE release today Sputnik,385650018,0,RT/follows≠endorsement,Neutral,
27,2021-12-02 10:42:57,1466357213346238467,WHO ELSE CRIED,1424311516615036929,81,63+,Neutral,
28,2021-12-02 10:41:00,1466356719165054981,YouTube Bye Bye Happiness,424893128,0,"Manchester, England",Highly_Positive,
29,2021-12-02 10:38:39,1466356127474532354,Further evidence that Reptilian DNA have the capacity to spontaneously repair vascular damag,1440896514352504837,0,,Weakly_Positive,
30,2021-12-02 10:36:38,1466355623776432133,too late already omw,424893128,0,,Highly_Negative,
31,2021-12-02 10:32:44,1466354641126535170,Rich West country be too busy ruin life of million vaccinate with Sputnik instead take care of thei,14159148,0,,Weakly_Positive,
32,2021-12-02 10:31:14,1466354262045245443,They be too busy ruin life of million vaccinate with Sputnik instead take care of their own ho,4119914644,0,,Weakly_Positive,
33,2021-12-02 10:30:39,1466354117236998146,COVID19 booster dose How can you get one in the UAE Pfizer BioNTech Sputnik V booster announce for all above 18 year,20578408,1,"Dubai, United Arab Emirates",Neutral,
34,2021-12-02 10:30:20,1466354034508447750,West country be too busy ruin life of million vaccinate with Sputnik instead take care,196994616,0,,Weakly_Positive,
35,2021-12-02 10:29:38,1466353859039744007,And Russia s Sputnik V cheap to make amp distribute than either of the American big Pharma vaccine also edge out Pfizer a,8628872,28,,Weakly_Positive,
36,2021-12-02 10:25:02,1466352700786946052,BREAKING NEWS Jean Claude Juncker accuse of crime thank you junckergate,920040831809187842,4,,Neutral,
37,2021-12-02 10:24:58,1466352686824046592,Ahaa Looking like a Sputnik,336204889,0,Frankfurt.Germany,Neutral,
38,2021-12-02 10:21:46,1466351882512011264,Thanks for your goodness In just a few day the Sputnik DAO fund raise 34 385 NEAR Sincere thanks to,1383616840530731010,45,Vietnam,Weakly_Positive,
