,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label,Country
0,2021-12-02 11:14:23,1466365122314706945,,1265314047118979072,0,,Neutral,
1,2021-12-02 11:07:52,1466363482232688642,Maharashtra health minister meet Mansukh Mandaviya in Delhi request to reduce gap between two dos of Covishield from,1405501782877372417,72,India,Neutral,
2,2021-12-02 11:06:21,1466363100173459458,How efficient be Covishield Covaxin against the new variant,282050428,0,अखंड भारत,Weakly_Positive,
3,2021-12-02 11:04:03,1466362520868777991,i hv miss my 2nd dose of covishield by more then 4 month whether to take it from st,1247813638645108737,0,,Weakly_Positive,
4,2021-12-02 10:56:14,1466360556110041090,It s shop time Bought 1 Sanitizer 2 3M N95 mask 3 Wildcraft 6layers mask 4 Face Shields 5,1431959182178193413,1,,Neutral,
5,2021-12-02 10:54:32,1466360127712337925,late Serum Institute of India have seek from India s drug regulator DGCI approval for Covishield a a booster dose citin,282050428,8,"Ohio, USA",Highly_Negative,
6,2021-12-02 10:52:14,1466359546457124870,Yes thank you will wait At that time in March since we be on Ecospirin the Doctor have prefer Covishield,2283963116,0,Hindustan,Neutral,
7,2021-12-02 10:52:10,1466359529025720321,Preliminary report SARS CoV 2 Delta derivative impact on neutralization of Covishield recipient sera The emergence of SARS,1229752606714728454,1,England,Neutral,
8,2021-12-02 10:52:06,1466359512437194752,In India a much as48 percent of the target 94 crore adult population however have receive a singl,313385516,0,,Weakly_Positive,
9,2021-12-02 10:50:06,1466359009494151178,We be bless to be lead by Modiji amp be vaccinate with Covishield amp Covaxin which target whole Virion instead of m R,2289824455,1,"West Bengal, India",Weakly_Positive,
10,2021-12-02 10:49:49,1466358937783922689,We be bless to be lead by Modiji amp be vaccinate with Covishield amp Covaxin which target whole Virion inste,355989081,1,"Mumbai, India",Weakly_Positive,
11,2021-12-02 10:37:21,1466355804215275521,Aila I get Covishield,2283963116,0,Displaced from Banaras,Neutral,
12,2021-12-02 10:25:28,1466352809800978433,Please correct the possible typo error BBV152 be covaxin of bharat biotech Covishield be SII,1949132852,0,"New Delhi, India",Neutral,
13,2021-12-02 10:24:05,1466352465541058567,SII Seeks Approval For Covishield Vaccine As Booster Dose Amid Omicron Variant Concerns,925599812510138368,0,"New Delhi, India",Neutral,
14,2021-12-02 10:07:44,1466348348202385409,What be this I get vaccinate without me It s not the first time in AP I have see many people say the same This,1139445771848183809,1,,Weakly_Positive,
15,2021-12-02 10:06:28,1466348032048263175,Me to govt who get Covishield,155267079,0,"London, England",Neutral,
16,2021-12-02 09:58:14,1466345958057385992,Does Covishield work on Omicron variant,925599812510138368,0,,Neutral,
17,2021-12-02 09:56:44,1466345579185774597,Covishield,1201368497634201600,0,confusion State lo ,Neutral,
18,2021-12-02 09:56:09,1466345435270823937,Do we require PCR test despite inoculate both the dos of covishield for domestic flight,3619207820,0,"Mumbai, India",Neutral,
19,2021-12-02 09:50:36,1466344037036617730,If 60 be now advise to take a booster and since it be now be believe that your can m,2283963116,0,Hindustan,Neutral,
20,2021-12-02 09:50:17,1466343958896787463,Yes fully vaccinate with Covishield,946264355183714304,0, India,Neutral,
21,2021-12-02 09:49:59,1466343881562222594,HE Mr NV Ramana CJI sir on 16 11 2021 SII threaten DCGI that his vaccine,1431136428520468480,0,Chennai,Neutral,
22,2021-12-02 09:40:07,1466341397980753926,But AZ Covishield may be use again for yearly vaccine etc don t know It have be a success of,4519152792,0,"Wolverhampton, UK",Weakly_Positive,
23,2021-12-02 09:30:30,1466338980744642560,Well I m vaccinate with AstraZeneca aka Covishield,1345356439934488577,1,"Connecticut, USA",Neutral,
24,2021-12-02 09:22:38,1466336998440914952,Mostly we just take what we get We be so scared about availability story that the fir,2283963116,0,Somewhere between dreams,Highly_Positive,
25,2021-12-02 09:21:54,1466336816064122880,Mumbai nolonger congenial for industrialist to thrive pathetic Mounting unease of do busine,2392560758,1,"Hyderabad, India",Weakly_Negative,
26,2021-12-02 09:14:24,1466334926832168963,Mumbai nolonger congenial for industrialist to thrive pathetic Mounting unease of do b,155267079,1,Bangalore ,Weakly_Negative,
27,2021-12-02 09:13:26,1466334685487792128,National Serum Institute seek approval to administer Covishield a booster dose,925599812510138368,0,"Guwahati, India",Neutral,
28,2021-12-02 09:08:07,1466333345072046082,I take covishield,2283963116,0,,Neutral,
29,2021-12-02 09:06:49,1466333020114374660,The Serum Institute of India be the first Indian company to seek approval for the COVID 19 booster dose,2399045929,1,,Weakly_Positive,
30,2021-12-02 09:01:33,1466331693497864194,my parent be travel from Darbhanga airport on 4th December 2021 They get fina,313881816,0,Darbhanga,Neutral,
31,2021-12-02 08:58:56,1466331035948490760,AZ have use different name in different country all along Covishield and Vaxzevria among others,905072579479822336,0,"Newbury, Berkshire, UK",Neutral,
32,2021-12-02 08:57:27,1466330661392764937,Pfizer fork Moderna NOT anymore SinoVac down amp out enclaved Johnson amp Johnson await grandson,1318769408613863426,0,space,Highly_Negative,
33,2021-12-02 08:55:35,1466330190456320000,Covishield booster dose Serum Institute seek DCGI s approval Covishield,2227695199,2,Bangalore,Neutral,
34,2021-12-02 08:35:04,1466325029059117057,Covishield,961223387044442112,0,,Neutral,
35,2021-12-02 08:23:05,1466322014239698949,Cuttack Online Slot book for COVID19 vaccine will be open today at 9 pm Age group 18 44 amp 45 1st and 2nd do,757915336016535552,3,,Neutral,
36,2021-12-02 08:18:50,1466320941814714371,India get save by Covishield UK research and privately mfg ed in India by 89 of all vaccine,925599812510138368,0,India,Neutral,
37,2021-12-02 08:17:51,1466320694304657411,The central govt should first reduce this huge gap between dos 1 and 2 back to 28 day,2939238752,0,,Weakly_Positive,
38,2021-12-02 08:17:39,1466320644400836609,What about Covishield,155267079,0,India,Neutral,
39,2021-12-02 08:10:47,1466318917173854208,For them this be first for any Indian company Covishield,361308374,0,"Bengaluru, Jambu Dweepa",Weakly_Positive,
40,2021-12-02 08:06:22,1466317804882182148,What be the efficacy of boosterdose for OmicronVarient,19897138,0,"Rajkot, India",Neutral,
41,2021-12-02 08:05:57,1466317700439838720,Recently Kerala Rajasthan Karnataka and Chhattisgarh have urge the Centre to decide on allow booster dos of Co,268201193,3,India,Neutral,
42,2021-12-02 08:05:24,1466317561360834560,Can I take s covaxin a boosterdose if I be fully vaccinate with,2695241174,0,"Rajkot, India",Neutral,
43,2021-12-02 08:05:09,1466317498073059330,Thailand news medium TNN online make a video about India covid crisis 6 month ago and when India manufactu,1732495418,0,,Neutral,
44,2021-12-02 08:00:58,1466316445847941130,Namaskar u should try covaxin n covishield INDIAN vaccine,3131144855,0,"Sambhajinagar, India",Neutral,
45,2021-12-02 07:55:02,1466314955888607235,A multi institutional team of Indian researcher lead by found Covishield vaccine 63 effective among fully,1243467265,13,Global 🇮🇳,Highly_Positive,
46,2021-12-02 07:37:20,1466310498668843010,Covishield lagwane wale,2336259018,1,,Neutral,
47,2021-12-02 07:36:43,1466310344498843649,How about the Covishield than these two be the main vaccine in India afterall,155267079,0,"Kolkata, India",Weakly_Positive,
48,2021-12-02 07:28:20,1466308236663918595,Mene to covishield le li,155267079,0,India 🇮🇳,Neutral,
49,2021-12-02 07:27:00,1466307898007506945,The have seek Drug Controller General of India DCGI s approval for Covishield a a BoosterShot,925599812510138368,0,"Mumbai, India",Weakly_Positive,
50,2021-12-02 07:26:57,1466307884535275525,Covishield,155267079,0,Hindustan ,Neutral,
51,2021-12-02 07:23:20,1466306976434954243,Covishield,1297790064995512320,0,India,Neutral,
52,2021-12-02 07:18:22,1466305727622889473,I Took Covishield,155267079,0,,Neutral,
53,2021-12-02 07:16:17,1466305200369455107,Covishield lagwane wale,155267079,1,Bharat Varsh,Neutral,
54,2021-12-02 01:02:54,1466211235611873281,AmIeligibletogoto U S Aagedabove60 YearsWithFully Vaccinated CovishieldVaccine amp PCRNegative Resultbefo,6509832,0,GUNTUR,Neutral,
55,2021-11-25 15:08:57,1463887438200279045,Gap between 2 dos of CovishieldVaccine have be increase to 12 16 week from 6 8 week currently Decision have be,77732185,2378,,Neutral,
