,DateTime,Tweet_Id,Tweet,User_Id,Retweet,Location,Label,Country
0,2021-12-02 11:16:16,1466365595625086982,LOL I saw Pfizer Papi and didn t know it be you but I saw the pic amp think that look like Nico,20959178,0,,Highly_Positive,
1,2021-12-02 11:16:07,1466365559528833027,Today the UK have order 114 million more Pfizer and Moderna vaccine for the next two year future proof our lifesav,3131144855,277,Hindustan ,Weakly_Positive,
2,2021-12-02 11:16:07,1466365557477978113,So what That isn t the point The point be that if you have choice between Astr,731496890211151872,0,Spain,Neutral,
3,2021-12-02 11:16:02,1466365538087493635,The news raise serious conflict of interest concern a corporate medium outlet such a Reuters continue to promote Pfizer,76143486,114,"Build The Wall, San Diego",Highly_Negative,
4,2021-12-02 11:16:00,1466365530789400577,Doc be the Pfizer really true If so why be other doctor recommend something that kill 1 in 37 people h,916575203618099200,6,California,Weakly_Positive,
5,2021-12-02 11:15:56,1466365514146631684,,246236637,0,,Neutral,
6,2021-12-02 11:15:56,1466365513399947265,That it seem different be mostly not measure still modus ope,941552818355343360,0,"iPhone: 52.358055,4.882864",Highly_Negative,
7,2021-12-02 11:15:54,1466365501966368769,VAERS 5 year old male Fever neurological symptom after Pfizer dose one,721487027401789441,66,"Toronto, Ontario",Weakly_Positive,
8,2021-12-02 11:15:53,1466365498673676293,That s enough to take u to jab number 5 It be a ridiculous situation The truth be Pfizer BionTech,265267800,48,"Esquimalt, British Columbia",Highly_Negative,
9,2021-12-02 11:15:51,1466365491048591360,All report say Omicron be mild less severe asymptomatic In Norway 50 case all double vaxxed wi,35631510,0,,Weakly_Positive,
10,2021-12-02 11:15:51,1466365489110728709,Pfizer bos say annual Covid jab may be need for year to come,111556423,30,,Neutral,
11,2021-12-02 11:15:41,1466365450917494789,it wasn t buy Oxford uni amp AZ develop it in collaboration,2637199391,0,,Neutral,
12,2021-12-02 11:15:38,1466365436102987777,Pfizer Turbo Vaccine coverage for full 2 year,1097936218396942336,2,phoren,Weakly_Positive,
13,2021-12-02 11:15:33,1466365417530736647,In September 2020 Pfizer s CEO Albert Bourla assure the public that we will develop our vaccine use the high ethica,25816095,773,,Weakly_Positive,
14,2021-12-02 11:15:32,1466365413244157957,Carr and the Pfizer Chiefs have reveal their true self,1432237234598600706,0,"Barry, Wales",Weakly_Positive,
15,2021-12-02 11:15:32,1466365412505841669,Pfizer bos say annual Covid jab will be need to maintain very high protection,15438913,34,,Weakly_Positive,
16,2021-12-02 11:15:31,1466365406105513987,By my calculation this will cost 1 7 billion minus any discount 19 50 per dose 114 million additional dos mean NE,738707750570602496,134,,Highly_Negative,
17,2021-12-02 11:15:17,1466365348647735299,Sounds like good news for Pfizer,197854852,80,,Highly_Positive,
18,2021-12-02 11:15:17,1466365346890268675,If SavidJavid have order 114 million dos of pfizer moderna vaccine to protect the UK next year what be the po,1329699641051541505,1,,Neutral,
19,2021-12-02 11:15:11,1466365322651394052,Jim buy more Pfizer share,14216123,0,,Highly_Positive,
20,2021-12-02 11:15:10,1466365317521842177,BREAKING Federal Judge Rejects DOD Claim That Pfizer EUA And Comirnaty Vaccines Are Interchangeable CD Media,1405335394519076866,29,,Neutral,
21,2021-12-02 11:15:06,1466365300740349961,It s a fact Vaccination against COVID 19 with the Pfizer BioNTech vaccine reduce the risk of be admit to the hospit,275089912,1,,Neutral,
22,2021-12-02 11:15:05,1466365297875726341,The Pfizer CEO have appear in a video say that he s healthy and win t have the jab Isn t it tr,337611162,0,Occupied,Highly_Positive,
23,2021-12-02 11:15:04,1466365295493369856,For month medical expert warn that leave large area of the world unvaccinated would make new variant inevitab,63707684,107,"Edinburgh, UK.",Weakly_Positive,
24,2021-12-02 11:15:00,1466365277868810254,Expect a lot more information to be release from Pfizer Things like SPONTANEOUS ABOIONS after have their vaccine Link,1110256367682707457,24,,Highly_Positive,
